"sex","age","race","juv_fel_count","decile_score","juv_misd_count","juv_other_count","priors_count","days_b_screening_arrest","c_days_from_compas","c_charge_degree","is_recid","r_charge_degree","v_decile_score","v_score_text","score_text","class"
"2",29,"1",0,10,0,1,11,-65,1,"1",1,"1",7,"3","1",0
"2",69,"3",0,1,0,0,0,-4,4,"2",1,"2",1,"2","2",0
"2",58,"3",0,1,0,0,1,-42,43,"2",0,"3",1,"2","2",0
"2",29,"1",0,5,0,0,3,0,0,"1",1,"2",3,"2","3",0
"2",26,"3",0,6,0,0,0,0,0,"2",1,"2",6,"3","3",0
"2",22,"1",0,3,0,2,0,-1,1,"1",1,"2",5,"3","2",0
"2",32,"1",0,3,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",37,"3",0,2,0,0,0,-3,3,"2",0,"3",2,"2","2",0
"2",59,"1",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",33,"4",0,6,0,1,11,0,0,"1",1,"2",2,"2","3",0
"1",26,"1",0,5,0,0,3,-1,1,"1",1,"1",4,"2","3",0
"2",30,"1",0,9,0,0,18,0,1,"2",1,"2",10,"1","1",0
"1",45,"1",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",29,"1",0,10,0,0,6,-1,1,"1",0,"3",8,"1","1",0
"1",31,"1",0,5,0,0,3,-1,1,"1",0,"3",3,"2","3",0
"2",30,"1",0,10,0,0,7,0,1,"2",1,"2",10,"1","1",0
"1",30,"1",0,2,0,0,3,-1,1,"1",0,"3",2,"2","2",0
"2",46,"6",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",35,"1",0,4,0,0,7,-1,1,"1",0,"3",4,"2","2",0
"2",24,"1",0,6,1,3,4,-1,1,"1",1,"1",6,"3","3",1
"2",60,"3",0,1,0,0,1,-1,1,"2",0,"3",1,"2","2",0
"2",20,"1",2,9,0,0,2,-1,1,"1",1,"2",7,"3","1",0
"2",52,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",36,"1",1,10,2,0,14,-1,1,"1",1,"1",9,"1","1",0
"2",40,"3",0,7,0,0,4,0,1,"1",0,"3",7,"3","3",0
"2",54,"6",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",79,"3",0,1,0,0,1,-22,22,"2",0,"3",1,"2","2",0
"2",38,"4",0,4,0,0,0,-1,1,"1",0,"3",5,"3","2",0
"2",36,"1",0,2,0,0,7,-1,1,"1",1,"2",1,"2","2",0
"2",23,"4",0,7,0,1,2,-1,1,"1",0,"3",5,"3","3",0
"2",33,"4",0,3,0,0,2,-5,14,"2",0,"3",4,"2","2",0
"2",39,"4",0,4,0,0,3,-21,21,"1",0,"3",1,"2","2",0
"2",30,"3",0,4,0,1,2,0,0,"2",1,"1",4,"2","2",0
"2",37,"1",0,3,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",32,"3",0,1,0,0,1,0,1,"2",1,"2",1,"2","2",0
"2",34,"3",0,2,0,1,0,-1,1,"1",0,"3",1,"2","2",0
"2",47,"3",0,1,0,0,2,-25,25,"2",0,"3",1,"2","2",0
"2",19,"3",0,8,0,0,0,0,0,"1",0,"3",7,"3","1",0
"2",34,"4",0,9,0,0,14,-1,1,"1",1,"1",9,"1","1",0
"2",25,"3",0,3,0,0,0,-1,2,"2",0,"3",3,"2","2",0
"1",29,"1",0,3,0,0,2,-1,1,"1",1,"2",3,"2","2",0
"2",40,"3",0,4,0,0,6,-39,2417,"2",0,"3",2,"2","2",0
"2",40,"1",0,3,0,0,5,-1,0,"1",0,"3",2,"2","2",0
"2",37,"4",0,5,0,0,6,-24,24,"1",1,"2",3,"2","3",1
"2",51,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",26,"1",0,3,0,0,0,-1,1,"2",0,"3",3,"2","2",0
"2",22,"3",0,9,0,0,6,-1,1,"1",1,"2",7,"3","1",0
"2",35,"1",0,2,0,0,1,0,0,"1",0,"3",1,"2","2",0
"2",21,"3",0,10,2,1,3,-1,1,"1",1,"2",6,"3","1",0
"2",34,"1",0,7,0,0,15,-6,6,"1",0,"3",7,"3","3",0
"2",24,"1",0,8,0,0,0,-1,1,"2",1,"2",8,"1","1",1
"2",23,"1",0,7,0,0,4,-1,1,"1",0,"3",5,"3","3",0
"2",25,"3",0,10,0,0,5,-1,1,"1",1,"2",5,"3","1",1
"2",29,"3",0,7,0,0,7,-67,67,"2",1,"2",6,"3","3",1
"2",29,"1",0,2,0,0,6,702,60,"2",0,"3",2,"2","2",0
"2",28,"1",0,5,0,0,5,-1,1,"2",1,"1",7,"3","3",0
"2",35,"1",0,3,0,0,7,-1,1,"1",0,"3",3,"2","2",0
"2",22,"3",0,3,0,0,0,-1,1,"1",0,"3",6,"3","2",0
"2",37,"1",0,9,0,0,2,0,0,"1",0,"3",7,"3","1",0
"2",32,"3",0,9,0,0,5,0,0,"1",1,"2",3,"2","1",0
"2",35,"6",0,5,0,0,2,-1,1,"1",0,"3",3,"2","3",0
"2",49,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",20,"4",0,3,0,2,0,-1,1,"1",0,"3",5,"3","2",0
"2",26,"3",0,8,0,3,10,0,0,"2",1,"2",7,"3","1",1
"2",34,"1",0,3,0,0,2,-12,12,"1",1,"2",2,"2","2",0
"2",20,"1",0,8,0,0,0,-1,1,"2",0,"3",9,"1","1",0
"2",30,"1",0,10,1,0,13,-13,13,"2",0,"3",2,"2","1",0
"2",43,"1",0,1,0,0,0,0,0,"1",0,"3",1,"2","2",0
"2",38,"1",0,8,0,0,0,-1,1,"1",0,"3",6,"3","1",0
"2",27,"3",0,5,0,0,8,-1,1,"1",0,"3",3,"2","3",0
"2",34,"4",0,6,0,0,5,-1,1,"1",1,"2",2,"2","3",0
"2",68,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",40,"3",0,3,0,0,4,-80,72,"1",0,"3",4,"2","2",0
"2",27,"6",0,2,0,0,0,-1,0,"1",1,"2",3,"2","2",0
"1",56,"5",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",47,"1",0,7,0,0,15,-60,60,"1",0,"3",2,"2","3",0
"2",25,"1",0,3,0,0,1,-23,23,"1",1,"2",4,"2","2",0
"2",51,"3",0,3,0,0,6,0,0,"1",1,"1",2,"2","2",0
"2",41,"1",0,6,0,3,12,0,0,"1",1,"2",3,"2","3",1
"2",24,"1",0,7,0,0,2,-1,1,"1",1,"2",4,"2","3",0
"2",34,"1",0,5,0,0,1,-1,1,"1",0,"3",3,"2","3",0
"2",29,"3",0,10,0,0,11,135,636,"1",0,"3",10,"1","1",0
"2",62,"3",0,1,0,0,0,0,0,"2",0,"3",1,"2","2",0
"2",43,"1",1,8,0,0,20,0,0,"1",0,"3",4,"2","1",0
"1",21,"3",0,5,0,0,0,-1,1,"2",1,"2",6,"3","3",0
"2",33,"3",0,2,2,0,2,-22,22,"2",0,"3",2,"2","2",0
"2",30,"1",0,10,1,1,18,-1,1,"1",1,"1",8,"1","1",0
"2",48,"3",0,7,0,0,13,-96,96,"1",1,"2",7,"3","3",0
"2",53,"3",0,2,0,0,5,-34,35,"2",0,"3",3,"2","2",0
"2",26,"1",0,4,0,0,9,-1,1,"2",1,"2",4,"2","2",1
"2",29,"1",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",25,"3",0,9,2,1,9,0,0,"1",0,"3",9,"1","1",0
"2",34,"1",0,2,0,0,5,-1,1,"1",1,"2",1,"2","2",0
"1",37,"1",0,1,0,0,3,-1,1,"1",0,"3",1,"2","2",0
"2",25,"1",0,9,0,0,7,0,1,"1",1,"2",9,"1","1",0
"2",59,"3",0,6,0,0,17,-25,25,"1",1,"2",1,"2","3",0
"1",74,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",20,"1",1,5,0,1,1,3,22,"1",1,"2",8,"1","3",0
"2",20,"1",0,6,0,1,2,-45,45,"1",0,"3",6,"3","3",0
"2",39,"1",0,9,0,0,11,-1,1,"1",0,"3",4,"2","1",0
"2",32,"1",0,5,0,0,4,0,0,"1",0,"3",2,"2","3",0
"1",46,"4",0,1,0,0,0,-2,3,"1",0,"3",1,"2","2",0
"1",61,"3",0,3,0,0,8,0,1,"1",1,"2",1,"2","2",0
"2",23,"1",0,2,0,0,2,-1,1,"1",1,"2",3,"2","2",0
"2",25,"1",0,5,0,0,2,-1,1,"1",0,"3",3,"2","3",0
"2",37,"1",0,4,0,0,1,-139,140,"1",0,"3",4,"2","2",0
"1",20,"3",0,6,0,0,0,-1,1,"2",1,"2",6,"3","3",0
"2",46,"3",0,1,0,0,0,0,0,"2",0,"3",1,"2","2",0
"2",50,"3",0,1,0,0,0,-2,2,"2",0,"3",1,"2","2",0
"2",28,"1",0,7,0,0,1,-1,1,"1",0,"3",7,"3","3",0
"2",71,"3",0,1,0,0,1,-28,28,"2",0,"3",1,"2","2",0
"1",52,"3",0,1,0,0,0,-6,6,"1",0,"3",1,"2","2",0
"1",27,"1",0,2,0,0,9,-68,68,"1",1,"2",2,"2","2",0
"2",24,"4",0,3,0,0,0,0,0,"2",0,"3",5,"3","2",0
"2",25,"1",0,6,0,0,3,0,0,"2",1,"1",5,"3","3",0
"1",65,"3",0,1,0,0,0,0,1,"2",0,"3",1,"2","2",0
"2",71,"1",0,1,0,0,8,-1,1,"1",0,"3",2,"2","2",0
"2",61,"1",0,1,0,0,1,0,1,"1",1,"2",1,"2","2",0
"2",55,"1",0,8,0,0,0,61,1,"2",1,"1",4,"2","1",1
"1",39,"1",0,2,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",25,"4",0,7,0,0,6,-1,1,"2",1,"2",8,"1","3",0
"2",56,"3",0,2,0,0,1,0,0,"1",0,"3",1,"2","2",0
"2",20,"6",0,3,0,0,0,-1,1,"1",1,"2",5,"3","2",0
"2",30,"1",0,9,0,2,11,-1,1,"2",1,"2",4,"2","1",1
"1",34,"6",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",47,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",27,"1",0,5,0,0,1,-1,1,"2",0,"3",3,"2","3",0
"2",65,"3",0,1,0,0,0,0,0,"2",0,"3",1,"2","2",0
"2",30,"1",1,9,0,0,5,-1,1,"1",1,"2",6,"3","1",1
"2",23,"1",0,2,0,0,0,-1,1,"1",1,"2",3,"2","2",1
"2",58,"4",0,1,0,0,1,-2,2,"2",0,"3",1,"2","2",0
"2",39,"6",0,1,0,0,0,-4,4,"1",0,"3",1,"2","2",0
"1",43,"3",0,2,0,0,0,-1,1,"2",1,"2",1,"2","2",0
"1",50,"1",0,1,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",27,"1",0,5,0,0,2,-1,1,"2",1,"2",3,"2","3",0
"1",29,"1",0,8,0,0,11,-1,1,"1",0,"3",5,"3","1",0
"2",40,"6",0,1,0,0,4,-1,1,"1",1,"1",1,"2","2",0
"2",35,"1",0,9,1,0,8,0,0,"1",1,"1",8,"1","1",0
"2",36,"1",0,10,0,0,10,-1,1,"1",1,"1",5,"3","1",0
"1",21,"4",0,3,0,0,0,0,1,"1",0,"3",4,"2","2",0
"2",19,"3",0,8,0,0,0,-2,2,"2",1,"1",7,"3","1",0
"1",51,"3",0,5,0,0,7,-157,157,"1",0,"3",2,"2","3",0
"2",25,"3",0,7,0,0,0,256,0,"2",0,"3",5,"3","3",0
"2",23,"3",0,4,1,0,4,-1,1,"2",1,"1",4,"2","2",0
"2",39,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",36,"1",0,2,0,0,2,-4,4,"2",0,"3",2,"2","2",0
"2",49,"3",0,5,0,0,10,-1,1,"1",0,"3",2,"2","3",0
"2",24,"1",0,9,0,0,11,-1,1,"1",1,"2",5,"3","1",0
"2",30,"1",0,7,0,0,6,-1,1,"1",0,"3",4,"2","3",0
"2",33,"1",0,1,0,0,1,-1,1,"2",1,"2",2,"2","2",0
"1",56,"3",0,2,0,0,3,-6,6,"1",0,"3",1,"2","2",0
"2",71,"3",0,2,0,0,13,-1,1,"1",0,"3",1,"2","2",0
"2",33,"1",0,5,0,0,1,0,1,"1",0,"3",4,"2","3",0
"2",35,"1",0,1,0,0,1,-1,1,"1",0,"3",2,"2","2",0
"1",46,"3",0,3,0,0,2,-43,43,"1",0,"3",1,"2","2",0
"2",43,"1",0,9,0,0,19,-31,31,"1",0,"3",2,"2","1",0
"2",33,"1",0,10,0,0,19,-1,1,"1",1,"2",7,"3","1",0
"2",26,"1",0,9,0,1,6,-1,1,"1",0,"3",7,"3","1",0
"2",22,"1",0,6,0,0,3,-1,1,"1",1,"2",5,"3","3",1
"2",26,"1",0,10,0,0,6,0,0,"2",1,"2",4,"2","1",0
"2",51,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",25,"4",0,5,0,0,2,-1,1,"1",1,"1",3,"2","3",0
"2",24,"6",0,4,0,0,1,-1,1,"1",1,"2",6,"3","2",1
"1",22,"1",0,10,0,0,0,-1,1,"1",0,"3",7,"3","1",0
"2",20,"1",0,4,0,0,0,-1,1,"2",0,"3",9,"1","2",0
"2",32,"1",0,9,0,0,0,0,1,"1",0,"3",6,"3","1",0
"2",36,"1",0,2,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",39,"1",0,1,0,0,0,-1,1,"2",1,"1",1,"2","2",1
"2",59,"3",0,1,0,0,2,-15,15,"2",1,"2",1,"2","2",1
"2",31,"1",1,8,1,1,12,-1,1,"2",1,"2",5,"3","1",0
"1",30,"6",0,7,0,0,4,-27,1,"1",1,"1",4,"2","3",0
"2",40,"1",0,1,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",32,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",24,"1",0,3,0,0,2,0,1,"1",1,"2",4,"2","2",0
"2",35,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",65,"6",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",27,"1",0,6,0,0,2,-1,1,"1",0,"3",3,"2","3",0
"2",40,"6",0,7,0,0,8,-1,1,"1",1,"1",4,"2","3",1
"2",37,"4",0,4,0,0,1,-1,1,"2",0,"3",3,"2","2",0
"2",26,"3",0,4,0,0,4,0,0,"1",1,"2",3,"2","2",1
"1",48,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",34,"1",0,10,0,0,9,-1,1,"1",1,"2",5,"3","1",0
"2",25,"1",0,2,0,0,0,-1,1,"1",0,"3",3,"2","2",0
"2",55,"1",0,1,0,0,1,0,0,"2",0,"3",1,"2","2",0
"1",56,"1",0,1,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",28,"1",0,4,0,1,2,-1,1,"1",1,"1",5,"3","2",0
"2",54,"1",0,3,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",23,"1",0,5,0,0,0,-1,1,"1",0,"3",8,"1","3",0
"2",21,"1",0,3,0,0,1,-69,69,"1",0,"3",7,"3","2",0
"2",23,"1",0,3,0,0,0,-1,1,"1",0,"3",4,"2","2",0
"2",23,"4",0,2,0,0,0,-1,1,"1",0,"3",3,"2","2",0
"1",26,"1",0,2,0,0,3,-1,1,"1",1,"1",2,"2","2",0
"1",33,"3",0,1,0,0,2,-30,30,"1",0,"3",1,"2","2",0
"2",33,"1",0,2,0,0,1,-1,1,"1",1,"2",2,"2","2",0
"1",55,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",25,"1",0,3,0,0,3,-1,1,"1",1,"1",4,"2","2",0
"2",27,"3",0,10,0,0,0,-1,1,"1",1,"1",5,"3","1",0
"2",30,"1",0,6,0,0,8,-1,1,"1",0,"3",2,"2","3",0
"2",30,"1",0,4,0,0,5,-1,1,"1",1,"1",3,"2","2",1
"1",62,"4",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"1",24,"1",0,7,0,0,1,-77,78,"1",0,"3",9,"1","3",0
"1",29,"1",0,7,0,0,5,0,1,"1",1,"2",3,"2","3",0
"2",52,"3",0,2,0,0,7,-23,23,"1",0,"3",1,"2","2",0
"2",32,"3",0,5,2,1,10,-1,1,"1",1,"2",3,"2","3",0
"2",50,"1",0,10,0,0,17,-134,134,"1",0,"3",7,"3","1",0
"2",31,"1",0,1,0,0,1,-14,15,"1",0,"3",2,"2","2",0
"2",39,"3",0,3,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",25,"1",0,9,0,0,28,-55,53,"2",1,"2",8,"1","1",0
"2",24,"1",0,9,0,0,3,0,0,"1",0,"3",10,"1","1",0
"2",30,"4",0,5,0,0,2,-1,1,"2",0,"3",5,"3","3",0
"2",53,"3",0,5,0,0,8,-13,13,"1",0,"3",2,"2","3",0
"2",25,"1",0,4,0,0,2,-1,1,"1",1,"2",3,"2","2",0
"2",26,"1",0,4,0,0,3,0,0,"1",1,"1",2,"2","2",0
"2",27,"3",0,3,0,0,2,-50,50,"1",1,"2",3,"2","2",1
"2",48,"6",0,2,0,0,7,-1,1,"1",0,"3",2,"2","2",0
"2",27,"3",0,4,0,0,5,-1,1,"1",0,"3",3,"2","2",0
"1",38,"4",0,1,0,0,1,0,0,"1",0,"3",1,"2","2",0
"2",46,"1",0,1,0,0,4,-8,7,"1",0,"3",1,"2","2",0
"1",75,"1",0,1,0,0,5,-1,1,"1",0,"3",1,"2","2",0
"2",27,"1",0,1,0,0,0,-1,1,"2",0,"3",2,"2","2",0
"2",51,"3",0,1,0,0,6,11,33,"2",1,"1",1,"2","2",0
"2",52,"1",0,4,0,0,0,0,1,"1",0,"3",3,"2","2",0
"2",47,"4",0,2,0,0,1,-2,2,"2",0,"3",1,"2","2",0
"2",28,"3",0,6,0,0,3,0,0,"1",0,"3",9,"1","3",0
"2",53,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",22,"1",0,9,0,0,2,0,0,"1",0,"3",6,"3","1",0
"2",43,"3",0,2,0,0,7,0,0,"1",1,"2",1,"2","2",0
"1",47,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"1",36,"6",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",30,"3",0,5,0,0,22,-1,1,"1",1,"2",6,"3","3",0
"1",23,"1",0,4,0,0,0,-2,2,"2",1,"1",4,"2","2",1
"2",39,"1",0,1,0,0,2,-1,78,"2",0,"3",1,"2","2",0
"2",56,"3",0,2,0,0,1,0,0,"1",0,"3",1,"2","2",0
"2",41,"1",0,6,0,0,6,-1,1,"1",1,"2",2,"2","3",0
"2",57,"6",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",19,"3",0,2,0,0,0,-1,1,"2",0,"3",6,"3","2",0
"2",21,"1",0,5,0,0,1,-1,2,"2",0,"3",7,"3","3",0
"2",31,"1",0,3,0,0,4,-23,23,"1",0,"3",2,"2","2",0
"2",51,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",27,"1",0,3,0,0,0,-1,1,"1",0,"3",4,"2","2",0
"2",31,"1",0,5,0,1,15,-1,1,"1",1,"2",7,"3","3",0
"2",22,"1",0,6,0,0,1,-1,1,"1",1,"2",8,"1","3",0
"1",33,"4",0,4,0,0,2,-1,1,"2",0,"3",2,"2","2",0
"2",34,"1",0,7,0,0,8,-1,1,"2",1,"2",3,"2","3",0
"2",30,"4",0,9,0,0,1,-1,1,"1",0,"3",6,"3","1",0
"2",25,"1",0,8,0,2,8,0,0,"1",1,"2",7,"3","1",0
"2",34,"1",0,6,0,0,1,-1,1,"1",0,"3",3,"2","3",0
"2",49,"1",0,10,0,0,3,-1,1,"1",0,"3",8,"1","1",0
"1",44,"1",0,6,0,0,6,-1,1,"1",0,"3",3,"2","3",0
"2",32,"1",0,2,0,0,6,-1,2,"1",0,"3",1,"2","2",0
"2",28,"3",0,2,0,0,0,-1,1,"1",1,"1",2,"2","2",0
"2",24,"1",0,7,0,0,1,0,0,"1",0,"3",7,"3","3",0
"1",62,"3",0,1,0,0,0,0,1,"2",0,"3",1,"2","2",0
"2",45,"3",0,2,0,0,1,0,1,"1",0,"3",1,"2","2",0
"1",52,"1",0,7,0,0,21,123,207,"1",1,"2",1,"2","3",0
"1",42,"1",0,1,0,0,0,0,0,"2",0,"3",1,"2","2",0
"1",38,"3",0,6,0,0,1,-1,1,"1",0,"3",2,"2","3",0
"2",49,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"1",23,"1",0,4,0,0,0,-1,1,"2",0,"3",5,"3","2",0
"2",52,"4",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",51,"1",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",28,"1",0,4,0,0,2,233,476,"1",0,"3",3,"2","2",0
"2",50,"3",0,6,0,0,18,171,577,"2",1,"1",3,"2","3",0
"2",25,"1",0,10,1,0,21,-14,1,"1",1,"1",10,"1","1",0
"2",40,"3",0,2,0,0,6,-1,1,"2",1,"1",2,"2","2",1
"2",30,"3",0,3,0,0,0,-1,1,"2",0,"3",2,"2","2",0
"2",33,"1",0,2,0,0,5,0,1,"1",0,"3",2,"2","2",0
"2",28,"4",0,8,0,0,7,-1,1,"1",0,"3",8,"1","1",0
"1",44,"1",0,1,0,0,0,0,1,"2",0,"3",1,"2","2",0
"2",27,"1",0,10,0,0,2,-1,1,"1",1,"1",5,"3","1",0
"2",23,"6",0,4,0,0,0,-1,1,"1",0,"3",4,"2","2",0
"2",44,"1",0,5,0,0,3,-13,13,"2",0,"3",4,"2","3",0
"1",20,"6",1,4,0,0,1,-21,21,"1",0,"3",7,"3","2",0
"2",50,"3",0,6,0,0,4,-5,5,"1",1,"1",3,"2","3",1
"2",29,"3",0,1,0,0,0,-1,1,"2",0,"3",2,"2","2",0
"2",41,"3",0,1,0,0,1,-1,1,"1",1,"1",1,"2","2",1
"2",20,"4",0,8,2,1,2,-1,1,"1",1,"1",8,"1","1",0
"2",21,"4",0,5,0,0,1,-1,1,"2",1,"2",5,"3","3",1
"2",27,"3",0,2,0,0,0,-1,1,"2",0,"3",3,"2","2",0
"1",24,"1",0,5,0,0,0,0,1,"1",0,"3",4,"2","3",0
"2",50,"3",1,10,0,0,16,-68,68,"1",1,"2",7,"3","1",0
"2",26,"1",0,3,0,0,0,-3,3,"2",1,"2",3,"2","2",0
"1",26,"3",0,4,0,0,0,0,0,"1",0,"3",3,"2","2",0
"1",26,"3",0,6,0,0,7,48,66,"1",1,"2",5,"3","3",0
"2",49,"1",0,7,0,0,15,-107,79,"1",0,"3",7,"3","3",0
"2",24,"1",0,9,0,0,7,-1,1,"1",1,"2",6,"3","1",0
"1",27,"3",0,5,0,0,0,0,0,"2",0,"3",3,"2","3",0
"2",20,"1",0,8,0,1,0,0,0,"1",0,"3",10,"1","1",0
"1",25,"3",0,4,0,0,2,-1,1,"1",0,"3",5,"3","2",0
"2",49,"3",0,6,0,0,2,-1,1,"1",0,"3",3,"2","3",0
"2",41,"1",0,4,0,0,7,0,0,"1",0,"3",1,"2","2",0
"2",23,"3",0,8,0,0,3,-1,1,"2",1,"1",5,"3","1",0
"2",29,"3",0,4,0,0,3,-1,1,"2",0,"3",3,"2","2",0
"2",32,"1",0,10,0,0,1,-1,1,"1",0,"3",8,"1","1",0
"1",24,"1",0,2,0,0,0,-1,1,"2",0,"3",3,"2","2",0
"2",26,"3",0,5,0,0,3,-1,1,"1",0,"3",6,"3","3",0
"1",31,"3",0,1,0,0,2,-1,1,"1",0,"3",1,"2","2",0
"1",34,"6",0,2,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",27,"3",0,6,0,0,6,-1,1,"1",1,"1",4,"2","3",1
"2",26,"3",0,2,0,0,0,773,1,"2",0,"3",2,"2","2",0
"2",34,"1",0,6,0,0,12,0,1,"1",1,"1",2,"2","3",0
"2",25,"3",0,10,0,0,9,-1,1,"2",1,"1",9,"1","1",1
"2",31,"1",0,2,0,0,0,0,0,"1",0,"3",3,"2","2",0
"2",28,"1",0,9,0,0,6,-1,1,"1",0,"3",10,"1","1",0
"2",28,"1",0,2,0,0,1,-1,1,"2",0,"3",3,"2","2",0
"2",26,"1",0,2,0,0,0,-1,1,"1",0,"3",3,"2","2",0
"2",45,"4",0,8,0,0,1,378,37,"2",0,"3",4,"2","1",0
"2",22,"1",0,5,0,0,1,-1,1,"1",0,"3",7,"3","3",0
"1",36,"3",0,2,0,0,1,-1,1,"1",0,"3",2,"2","2",0
"2",28,"3",0,2,0,0,1,-1,1,"1",1,"2",3,"2","2",0
"1",27,"3",0,5,0,0,13,-1,1,"1",0,"3",2,"2","3",0
"2",38,"1",0,9,0,0,15,-1,1,"1",0,"3",3,"2","1",0
"2",22,"1",0,7,0,0,2,366,511,"1",1,"2",8,"1","3",0
"2",64,"3",0,9,0,0,13,-499,499,"1",0,"3",2,"2","1",0
"2",22,"1",0,9,0,0,1,-1,1,"2",1,"2",8,"1","1",0
"2",22,"1",0,3,0,0,0,-1,1,"1",0,"3",5,"3","2",0
"2",25,"1",0,2,0,0,1,-1,1,"1",0,"3",3,"2","2",0
"2",30,"3",0,9,1,1,5,-114,830,"2",0,"3",5,"3","1",0
"2",29,"3",0,1,0,0,1,-1,1,"1",0,"3",2,"2","2",0
"2",53,"3",0,1,0,0,2,-2,2,"1",0,"3",1,"2","2",0
"1",21,"3",0,5,0,0,2,34,62,"2",0,"3",6,"3","3",0
"2",37,"1",0,2,0,0,4,-1,1,"2",0,"3",2,"2","2",0
"2",23,"1",0,6,0,0,1,-1,1,"1",1,"2",5,"3","3",0
"2",26,"4",0,2,0,0,1,-24,24,"2",1,"2",3,"2","2",0
"2",21,"1",0,9,0,0,1,-1,1,"1",1,"2",9,"1","1",0
"2",22,"3",0,7,0,1,1,-1,4,"1",0,"3",5,"3","3",0
"2",57,"1",0,6,0,0,19,-1,1,"1",0,"3",1,"2","3",0
"1",21,"3",0,5,0,0,0,-1,1,"1",0,"3",6,"3","3",0
"1",22,"6",0,4,0,0,0,-1,1,"1",0,"3",5,"3","2",0
"2",30,"6",0,1,1,1,3,-1,1,"2",0,"3",1,"2","2",0
"2",30,"3",0,10,0,1,7,-1,1,"1",1,"2",8,"1","1",0
"2",35,"1",0,6,0,0,7,-1,1,"1",0,"3",2,"2","3",0
"2",22,"3",0,6,0,1,0,0,1,"2",1,"2",6,"3","3",0
"2",51,"1",0,7,0,0,3,0,1,"1",0,"3",4,"2","3",0
"2",21,"1",0,8,0,0,4,-1,1,"1",0,"3",6,"3","1",0
"1",21,"1",0,8,0,0,0,-1,1,"1",1,"2",7,"3","1",0
"2",22,"1",0,7,0,0,1,13,1,"1",0,"3",6,"3","3",0
"2",21,"1",0,4,0,0,0,-1,1,"1",0,"3",6,"3","2",0
"2",26,"3",0,4,0,0,2,-2,2,"2",0,"3",3,"2","2",0
"1",31,"1",0,6,0,0,0,-5,5,"2",0,"3",4,"2","3",0
"1",24,"3",0,7,2,0,7,-1,1,"2",0,"3",4,"2","3",0
"2",27,"1",0,2,0,0,0,-1,1,"2",0,"3",2,"2","2",0
"2",74,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",48,"3",0,-1,0,0,3,-1,1,"1",1,"1",3,"2","4",0
"2",32,"6",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"1",59,"3",0,1,0,0,0,0,1,"2",0,"3",1,"2","2",0
"2",53,"3",0,7,0,0,0,-1,1,"1",0,"3",5,"3","3",0
"2",57,"1",0,9,0,0,6,370,132,"2",1,"2",5,"3","1",0
"2",35,"3",0,2,0,0,2,0,0,"1",0,"3",3,"2","2",0
