"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","PAY_1","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","target","age_group"
"2","2","4","2","2","2","2","2","2","2","1","2"
"1","2","3","2","3","3","3","3","3","3","1","1"
"1","2","3","3","1","1","1","1","1","1","1","1"
"2","2","3","2","5","5","3","3","4","4","2","2"
"1","2","3","3","2","2","3","3","3","3","2","3"
"1","2","3","2","4","5","3","3","3","3","2","2"
"4","2","3","3","3","3","1","1","1","1","1","2"
"1","1","2","3","7","6","5","5","4","4","1","1"
"4","2","3","2","2","2","1","1","1","2","1","2"
"4","2","2","3","3","2","2","2","3","2","1","2"
"3","1","3","3","5","5","3","3","3","3","1","1"
"1","1","3","3","2","3","3","3","3","3","2","1"
"1","2","2","3","3","3","5","3","3","3","1","1"
"3","1","2","3","2","2","2","2","2","2","1","1"
"2","1","2","3","2","2","2","2","2","2","1","2"
"3","1","3","3","3","3","3","3","3","3","2","2"
"2","1","3","3","2","2","2","2","2","2","1","2"
"2","2","3","3","3","3","3","3","3","3","2","1"
"2","1","2","3","3","3","3","3","4","4","1","1"
"1","1","2","4","3","3","3","3","3","3","1","2"
"1","2","2","2","3","3","3","3","3","3","1","2"
"2","2","4","2","3","3","3","3","3","3","2","2"
"1","1","3","3","3","3","3","3","3","3","1","1"
"4","2","2","2","2","2","2","5","2","2","1","2"
"3","2","2","3","7","7","7","6","4","4","2","2"
"3","2","2","3","2","2","2","2","2","2","2","2"
"2","1","2","3","3","3","5","5","3","3","1","1"
"4","1","3","2","2","2","5","2","2","2","2","3"
"3","2","3","2","8","9","8","7","5","4","2","1"
"3","1","3","2","1","1","1","1","1","1","1","3"
"3","2","2","3","2","2","2","3","3","3","1","1"
"4","2","2","2","4","2","5","5","2","2","1","3"
"3","2","3","3","3","3","3","3","3","3","1","2"
"2","2","2","3","3","3","3","3","3","3","1","1"
"3","2","2","3","2","2","1","1","1","1","1","2"
"1","1","2","3","4","1","1","1","2","3","1","1"
"3","2","2","3","3","3","3","3","3","3","1","1"
"2","1","3","3","4","5","5","5","4","3","1","2"
"1","2","2","2","1","1","1","1","1","1","1","2"
"4","2","3","3","3","3","3","3","3","3","1","1"
"1","2","4","3","3","3","3","3","3","3","1","2"
"2","1","2","3","3","3","3","3","3","3","1","1"
"1","2","4","3","5","5","5","5","4","4","2","2"
"3","1","3","3","2","2","2","2","2","2","1","1"
"1","1","3","4","3","3","3","3","3","3","1","3"
"2","2","2","2","3","3","3","3","3","3","1","2"
"3","1","1","3","3","3","3","3","2","2","1","1"
"1","1","3","3","5","3","3","3","3","3","1","1"
"3","2","2","3","4","1","1","1","1","1","1","2"
"1","1","2","3","3","3","3","3","3","3","1","1"
"2","1","3","2","3","3","3","3","3","3","1","3"
"2","2","4","3","3","3","3","3","3","3","1","2"
"4","2","2","2","3","3","2","2","3","2","1","2"
"3","2","3","3","3","3","3","3","3","3","2","2"
"2","2","3","3","3","3","3","3","3","3","1","2"
"4","2","3","2","3","2","2","2","2","2","1","4"
"3","2","2","3","2","2","2","2","2","2","1","2"
"3","2","2","2","4","1","1","2","3","3","1","3"
"1","2","4","2","5","5","1","1","1","2","2","3"
"4","1","2","2","2","2","2","2","2","2","1","2"
"2","2","3","2","4","1","1","1","1","1","1","1"
"3","2","3","3","3","3","3","3","3","3","2","2"
"2","1","3","3","3","3","3","2","3","3","1","1"
"2","1","2","3","3","3","3","5","3","3","2","1"
"1","2","3","3","3","3","3","3","3","3","1","1"
